Sr No,date,startup,vertical,subvertical,city,investors,round,amount,year,month
200,2018-07-10,Shop 101,Software,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma",Unknown,41.25,2018,7
201,2018-07-11,Sambandh,Software,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Unknown,20.625,2018,7
202,2018-07-12,19Th Mile,Software,Artificial Intelligence-Based Sales Acceleration Software Platform,Gurgaon,"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others",Seed/ Angel Funding,1.485,2018,7
203,2018-07-12,5Th Vital,Healthcare & Hospitality,Home Diagnostics Services Provider,Bangalore,Brand Capital and Others,Seed/ Angel Funding,4.125,2018,7
204,2018-07-13,Mengage,Healthcare & Hospitality,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others.",Seed/ Angel Funding,1.44375,2018,7
205,2018-07-17,Ofbusiness,Finance,Online Lending Platform For Sme,Gurgaon,"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital",Unknown,239.25,2018,7
206,2018-07-17,Cars24,Software,Online Used Car Marketplace,Gurgaon,"Kingsway FCI Fund, KCK Global & Others",Unknown,410.025,2018,7
207,2018-07-18,The Ken,Software,Subscription-Only News Website,Bangalore,Omidyar Network & Others,Seed/ Angel Funding,12.375,2018,7
208,2018-07-19,Book My Show,Software,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fund & Others",Unknown,825.0,2018,7
209,2018-07-20,Housing,Software,Property Discovery Platform,Bangalore,undisclosed,Seed/ Angel Funding,12.375,2018,7
210,2018-07-21,Paysense,Software,Online Consumer Lending Platform,Mumbai,PayU & Others,Unknown,148.5,2018,7
211,2018-07-23,Yulu Bikes,Software,Bicycle-Sharing Platform,Bangalore,undisclosed,Seed/ Angel Funding,0.0,2018,7
212,2018-07-23,Vtion,Software,Media Analytics,Gurgaon,"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar.",Seed/ Angel Funding,2.31,2018,7
213,2018-07-23,Log9 Materials,Software,Nanotechnology Company Specializing In Graphene,Bangalore,"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others",Seed/ Angel Funding,3.597,2018,7
214,2018-07-24,Kidovators,Education,Skill Learning Platform,Bangalore,Gray Matters,Seed/ Angel Funding,1.485,2018,7
215,2018-07-24,Digit,Software,Online Insurance Startup,Pune,Fairfax,Unknown,371.25,2018,7
216,2018-07-25,Black Soil,Finance,Non-Banking Fiothercial Company,Mumbai,"Allcargo Logistics, Navneet Education and Mahavir Agency",Unknown,140.25,2018,7
217,2018-07-25,Trell,Software,Mobile-First Video Blogging App,Bangalore,"BeeNext , WEH Ventures and Sprout Ventures",Seed/ Angel Funding,10.3125,2018,7
218,2018-07-25,Iqlect,Software,Data Analytics Firm,Bangalore,Ventureast and Exfinity,Seed/ Angel Funding,20.625,2018,7
219,2018-07-26,Entropik,Software,Software-As-A-Service Platform,Bangalore,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,9.075,2018,7
220,2018-07-26,Bitla Software,Software,Travel-Focused Tech Startup,Bangalore,MakeMyTrip,Unknown,0.0,2018,7
221,2018-07-26,Thecapitalnet,Finance,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Unknown,4.125,2018,7
222,2018-07-30,Shuttl,Software,Bus Aggregation Platform,Gurgaon,Amazon Alexa Fund & Dentsu Ventures,Unknown,90.75,2018,7
223,2018-07-30,Cure Fit,Software,Health And Fitness Platform,Bangalore,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Unknown,990.0,2018,7
224,2018-07-31,Five Star Group,Finance,Non-Bank Lending Platform For Sme,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Unknown,825.0,2018,7
225,2018-07-31,Healthsignz,Healthcare & Hospitality,Health And Well Being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,41.25,2018,7
226,2018-06-01,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Partners, Puneet Dalmia & Others",Unknown,82.5,2018,6
227,2018-06-04,Digiconectt,Software,Sales Analytics And Enablement Platform,Bangalore,Aspire Logistics LLC,Seed/ Angel Funding,1.03125,2018,6
228,2018-06-04,Kashmir Box,E-Commerce,Online Marketplace For Handicrafts Handlooms And Local Produce,Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0,2018,6
229,2018-06-05,Crowdera,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0.0,2018,6
230,2018-06-05,Zoctr,Healthcare & Hospitality,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,0.0,2018,6
231,2018-06-07,Annapurna Finance,Finance,Non-Banking Fiothercial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Unknown,189.75,2018,6
232,2018-06-07,Meesho,Software,Online Marketplace For Resellers,Bangalore,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Unknown,94.875,2018,6
233,2018-06-10,Ayefinance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Partners and LGT Impact Ventures",Unknown,177.375,2018,6
234,2018-06-11,Theranosis,Healthcare & Hospitality,Specialised Diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0,2018,6
235,2018-06-12,Alpha Capital,Finance,Supplychain Fiotherce,Mumbai,Alpha Capital,Unknown,122.1,2018,6
236,2018-06-12,Eshakti,E-Commerce,Fashion E-Tailer,Chennai,Paragon Partners,Unknown,83.325,2018,6
237,2018-06-12,Daily Ninja,Software,Hyperlocal Delivery Platform,Bangalore,Saama Capital and Sequoia Capital,Seed/ Angel Funding,24.75,2018,6
238,2018-06-13,Nirogstreet,Healthcare & Hospitality,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,2.475,2018,6
239,2018-06-13,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,3.7125,2018,6
240,2018-06-13,Whats Up Life,Software,A Local Discovery App For Dining-Out Party Leisure And Events,Gurgaon,Rannvijay Singha,Seed/ Angel Funding,0.0,2018,6
241,2018-06-14,Homelane,Software,Online Home Furnishing Solutions,Bangalore,Brand Capital,Seed/ Angel Funding,28.4625,2018,6
242,2018-06-14,Network Intelligence,Software,Cybersecurity Specialist,Mumbai,Helix Investments,Unknown,39.6,2018,6
243,2018-06-18,Tynor Othontics,Healthcare & Hospitality,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Unknown,173.25,2018,6
244,2018-06-18,Elucidata,Software,Data Analytics Saas,Delhi,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,14.025,2018,6
245,2018-06-19,Chrysalis,Education,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0,2018,6
246,2018-06-19,Rentsher,Software,Online Rental Marketplace,Bangalore,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,9.075,2018,6
247,2018-06-20,Drip Capital,Finance,Trade Fiotherce Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Unknown,123.75,2018,6
248,2018-06-22,Wickedride,Software,Online Motorbike And Scooter Rental Platforms,Bangalore,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Unknown,75.075,2018,6
249,2018-06-25,Policybazaar,Software,Online Insurance Selling Platform,Gurgaon,SoftBank Vision Fund & Info Edge (India) Ltd,Unknown,1650.0,2018,6
250,2018-06-25,Hipbar,Software,Digital Payment Platform For Beverage Delivery,Bangalore,Diageo India,Unknown,33.0,2018,6
251,2018-06-25,Sqqrl,Finance,App-Based Investment Platform,Gurgaon,Equanimity Venture Fund,Seed/ Angel Funding,8.25,2018,6
252,2018-06-26,Paytm,Software,Digital Payment Platform,Noida,One 97 Communications,Unknown,73.8375,2018,6
253,2018-06-26,Sigtuple,Healthcare & Hospitality,Data Driven Intelligence Solutions Platform,Bangalore,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Unknown,156.75,2018,6
254,2018-06-27,Wow Express,Software,E-Commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Unknown,37.125,2018,6
255,2018-06-28,Front Desk Ai,Software,An Ai Platform Offering Automated Customer Service Software,Bangalore,Speciale Invest & Others,Seed/ Angel Funding,9.075,2018,6
256,2018-06-28,Edureka,Education,Online Education Platform,Bangalore,Leo Capital,Seed/ Angel Funding,16.5,2018,6
257,2018-06-29,Numeroseven,Software,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,0.0,2018,6
258,2018-05-02,Opentap,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed,3.7125,2018,5
259,2018-05-02,Bizongo,Software,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Unknown,181.5,2018,5
260,2018-05-03,Disprz,Software,Saas,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed,20.625,2018,5
261,2018-05-07,Paisadukan,Software,P2P Lending Platform,Mumbai,undisclosed,Seed,1.85625,2018,5
262,2018-05-09,I3Sysytems,Software,Ai Product Company For Health And Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed,8.25,2018,5
263,2018-05-11,Earth Food,Software,Agri-Tech,Pune,Rairah Corporation,Seed,7.82925,2018,5
264,2018-05-14,Nykaa,Software,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Unknown,198.0,2018,5
265,2018-05-16,Mfine,Healthcare & Hospitality,Doctor-Consultation App,Bangalore,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Unknown,34.65,2018,5
266,2018-05-21,Rocketium,Software,Online Video Creation Platform,Bangalore,Blume ventures,Seed/ Angel Funding,2.475,2018,5
267,2018-05-21,Milkbasket,Software,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Unilever Ventures and Blume Ventures",Unknown,57.75,2018,5
268,2018-05-22,Vola,Finance,Micro Lending Platform,Bangalore,Credika and unnamed angel investors,Seed/ Angel Funding,4.125,2018,5
269,2018-05-22,Cashkumar,Software,P2P Lending Platform,Bangalore,LetsVenture,Seed/ Angel Funding,6.06375,2018,5
270,2018-05-23,Edyoo,E-Commerce,Products For Shoolgoing Children,Bangalore,RS Shanbag,Seed/ Angel Funding,6.06375,2018,5
271,2018-05-23,Aashiyaan,Finance,Housing Fiotherce For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,16.5,2018,5
272,2018-05-24,Smartivity,Education,Designer Of Toys And Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,16.5,2018,5
273,2018-05-24,Bonphulapl,Cutting Edge Tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,2.41725,2018,5
274,2018-05-27,Acko,Software,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,99.0,2018,5
275,2018-05-28,Hwell24,Healthcare & Hospitality,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,1.65,2018,5
276,2018-05-29,Toffee,Software,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,12.375,2018,5
277,2018-05-29,Tonetag,Software,Mobile Payments Technology Platform,Bangalore,Amazon Inc. and Mastercard,Unknown,66.0,2018,5
278,2018-05-30,Events High,Software,Events And Activities Discovery Platform,Bangalore,Treebo,Unknown,0.0,2018,5
279,2018-05-30,Stellaps,Software,Iot Application Platform In Agriculture,Bangalore,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Unknown,115.5,2018,5
280,2018-05-31,Credright,Software,Lending Platform For Smes,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,10.725,2018,5
281,2018-04-02,Fitternity,Software,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Unknown,16.5,2018,4
282,2018-04-02,Synctag,Software,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed,2.5377,2018,4
283,2018-04-02,Benepik,Software,Enhanced Employee Engagement Platform,Gurgaon,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed,0.0,2018,4
284,2018-04-02,Finzy,Software,Online Loan Matchmaking Platform,Bangalore,undisclosed,Seed,10.725,2018,4
285,2018-04-04,Varthana,Finance,Loans And Services To Affordable Private Schools In India,Bangalore,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Unknown,453.75,2018,4
286,2018-04-05,Indigolearn,Education,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed,1.2375,2018,4
287,2018-04-05,Vedantu,Education,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Unknown,82.5,2018,4
288,2018-04-09,Kaleidofin,Cutting Edge Tech,Digital Fiothercial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed,23.1,2018,4
289,2018-04-09,Pipabella,Software,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed,8.25,2018,4
290,2018-04-09,Elemential,Software,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed,0.0,2018,4
291,2018-04-09,Kriger Campus,Education,Mobile-Based Education Network,Delhi,undisclosed,Seed,0.380655,2018,4
292,2018-04-10,Loanzen,Finance,Digital Lending Platform In Logistics,Bangalore,Kae Capital Management,Seed,0.0,2018,4
293,2018-04-10,Traveltriangle,Software,Online Travel Marketplace,Gurgaon,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Unknown,99.0,2018,4
294,2018-04-12,Letsmd,Healthcare & Hospitality,Platform To Discover Healthcare Fiothercing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed,8.25,2018,4
295,2018-04-12,Ayefinance,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt,37.95,2018,4
296,2018-04-13,Mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed,16.5,2018,4
297,2018-04-16,Icanstay,Software,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed,4.125,2018,4
298,2018-04-16,Pregbuddy,Healthcare & Hospitality,Connected Care App For Pregothert Women,Bangalore,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed,0.0,2018,4
299,2018-04-18,Coverfox,Software,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Unknown,181.5,2018,4
300,2018-04-19,Lenskart,Software,Online Eyewear Retailer,Faridabad,TR Capital,Unknown,0.0,2018,4
301,2018-04-19,Mamaearth,Healthcare & Hospitality,Online Baby Care Products,Gurgaon,Shilpa Shetty Kundra,Unknown,0.0,2018,4
302,2018-04-19,Fyle,Software,Ai Based Expense Management Platform,Bangalore,Pravega Ventures and Beenext,Seed,9.075,2018,4
303,2018-04-19,True Balance,Software,Mobile Balance Checking App,Gurgaon,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Unknown,189.75,2018,4
304,2018-04-22,Visit,Healthcare & Hospitality,Ai Driven Health Tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Unknown,0.0,2018,4
305,2018-04-22,Doxper,Healthcare & Hospitality,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed,15.675,2018,4
306,2018-04-22,Nykaa,Software,Beauty E-Tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Unknown,90.75,2018,4
307,2018-04-23,Mihuru,Finance,Online Platform Providing Micro Loans For Air Travel,Mumbai,undisclosed,Seed,1.2375,2018,4
308,2018-04-23,Capital Float,Finance,Online Lending Platform,Bangalore,Amazon,Unknown,181.5,2018,4
309,2018-04-25,Trip Shelf,Software,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed,2.0295,2018,4
310,2018-04-26,Popxo,Software,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Unknown,45.375,2018,4
311,2018-04-26,Railyatri,Software,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Unknown,0.0,2018,4
312,2018-04-27,1Mg,Software,Online Pharmacy Store,Gurgaon,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Unknown,82.5,2018,4
313,2018-04-29,Rubique,Software,Online Lending Marketplace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Unknown,0.0,2018,4
314,2018-04-30,Samco,Software,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Unknown,61.875,2018,4
315,2018-04-30,Myloancare,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed,8.0685,2018,4
316,2018-03-01,Pharmeasy,Software,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Unknown,0.0,2018,3
317,2018-03-01,Buddy,Software,Online Scholarship Portal,Noida,CBA Capital and others,Unknown,24.75,2018,3
318,2018-03-01,Urban Ladder,E-Commerce,Online Furniture Store,Bangalore,"Sequoia Capital, SAIF Partners and Kalaari capital",Unknown,99.0,2018,3
319,2018-03-03,Kuvera,Software,Online Fiothercial Planning,Bangalore,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed,2.0625,2018,3
320,2018-03-04,Gramophone,Software,Agri-Tech,Indore,InfoEdge,Seed,8.25,2018,3
321,2018-03-05,Wellthy,Healthcare & Hospitality,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Unknown,17.325,2018,3
322,2018-03-05,Medgenome,Healthcare & Hospitality,Genetic Screening Dna Diagnostics Labs  Research Centers,Bangalore,"HDFC Life, HDFC Asset Management",Unknown,82.5,2018,3
323,2018-03-05,Finova Capital,Software,Online Lending,Jaipur,Sequoia Capital,Unknown,49.5,2018,3
324,2018-03-05,Hotelogix,Software,Cloud Based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Unknown,41.25,2018,3
325,2018-03-04,Livehealth,Software,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed,9.075,2018,3
326,2018-03-06,Ad2Pro,Software,Creative Design Brand Media And Technology Platform Solutions,Chennai,Avendus Finance Pvt. Ltd,Debt,80.025,2018,3
327,2018-03-06,Coverfox,Software,Online Insurance Aggregator,Mumbai,Aegon NV,Unknown,62.7,2018,3
328,2018-03-08,Pepperfry,Software,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Unknown,316.8,2018,3
329,2018-03-08,Magicpin,Software,Hyperlocal Discovery,Gurgaon,Trifecta Capital,Debt,8.25,2018,3
330,2018-03-12,Healthcare,Software,Healthcare Aggregator,Mumbai,HR Fund,Seed,8.25,2018,3
331,2018-03-13,Pinelabs,Software,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Unknown,676.5,2018,3
332,2018-03-14,Stumagz,Software,Online Communication And Collaboration Platform For Educational Institutions,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed,0.0,2018,3
